"Employeurs ayant obtenu une étude d’impact sur le marché du travail  (EIMT) positive en 2020 (avril-juin), par volet, classification nationale des professions (CNP) 2011 et lieu de affaires",,,,,,
Province/Territory,Volet,Employeur,Adresse,Profession sous CNP 2011,Postes Approuvés,
Colombie-Britannique,  Agriculture primaire,Prime Acres Ltd.,"Abbotsford, V3G1P4","8252-Entrepreneurs de services agricoles, surveillants d'exploitations agricoles et ouvriers spécialisés dans l'élevage",2,
Colombie-Britannique,  Agriculture primaire,PT Farm Market Ltd.,"Oliver, V0H1T1","8252-Entrepreneurs de services agricoles, surveillants d'exploitations agricoles et ouvriers spécialisés dans l'élevage",1,
Colombie-Britannique,  Agriculture primaire,Quik's Farm Ltd,"Chilliwack, V4Z0A6",8432-Ouvriers de pépinières et de serres,12,
Colombie-Britannique,  Agriculture primaire,Radius Cattle Corporation,"Chilliwack, V2R4J8","8252-Entrepreneurs de services agricoles, surveillants d'exploitations agricoles et ouvriers spécialisés dans l'élevage",1,
Colombie-Britannique,  Agriculture primaire,Rai Produce LTD,"Osoyoos, V0H1V4",8431-Ouvriers agricoles,12,
Colombie-Britannique,  Agriculture primaire,Rainbow Greenhouses Inc.,"CHILLIWACK, V2R4L6","8252-Entrepreneurs de services agricoles, surveillants d'exploitations agricoles et ouvriers spécialisés dans l'élevage",2,
Colombie-Britannique,  Agriculture primaire,Rainbow Greenhouses Inc.,"CHILLIWACK, V2R4L6",8432-Ouvriers de pépinières et de serres,15,
Colombie-Britannique,  Agriculture primaire,Raiwal Agro Tech Foods Ltd,"Surrey, V3Z1C3",8431-Ouvriers agricoles,20,
Colombie-Britannique,  Agriculture primaire,Randhawa Farms Ltd,"Abbotsford, V4X2J7",8432-Ouvriers de pépinières et de serres,75,
Colombie-Britannique,  Agriculture primaire,Ridge Valley Farms Ltd.,"Abbotsford, V4X2A3",8431-Ouvriers agricoles,2,
Colombie-Britannique,  Agriculture primaire,Riverland Farms Ltd.,"Surrey, V3S0L2",8431-Ouvriers agricoles,5,
Colombie-Britannique,  Agriculture primaire,Rockey Ridge Turkey Farm Ltd.,"Langley, V2Z1W3","8252-Entrepreneurs de services agricoles, surveillants d'exploitations agricoles et ouvriers spécialisés dans l'élevage",5,
Colombie-Britannique,  Agriculture primaire,Royal Star Enterprises Inc.,"Kelowna, V1X7W1",8431-Ouvriers agricoles,2,
Colombie-Britannique,  Agriculture primaire,RUBICON ORGANICS INCORPORATED,"Vancouver, V6C1A5",8432-Ouvriers de pépinières et de serres,13,
Colombie-Britannique,  Agriculture primaire,S & G Farm's Ltd.,"Oliver, V0H1T0",8431-Ouvriers agricoles,6,
Colombie-Britannique,  Agriculture primaire,S Sundher Orchards Ltd,"Kelowna, V1X6P1","8252-Entrepreneurs de services agricoles, surveillants d'exploitations agricoles et ouvriers spécialisés dans l'élevage",1,
Colombie-Britannique,  Agriculture primaire,S Sundher Orchards Ltd,"Kelowna, V1X6P1",8431-Ouvriers agricoles,7,
Colombie-Britannique,  Agriculture primaire,S&M Enterprises Ltd.,"Surrey, V3Z1C4",8431-Ouvriers agricoles,3,
Colombie-Britannique,  Agriculture primaire,S.G.D. Transport Ltd.,"Maple Ridge, V2X0M5","8252-Entrepreneurs de services agricoles, surveillants d'exploitations agricoles et ouvriers spécialisés dans l'élevage",2,
Colombie-Britannique,  Agriculture primaire,S.G.D. Transport Ltd.,"Maple Ridge, V2X0M5",8431-Ouvriers agricoles,5,
Colombie-Britannique,  Agriculture primaire,Sahota Farms Ltd.,"Abbotsford, V3G2S1",8431-Ouvriers agricoles,189,
Colombie-Britannique,  Agriculture primaire,Samra Bros Blueberry Farms Ltd.,"Surrey, V3Z1C2","8252-Entrepreneurs de services agricoles, surveillants d'exploitations agricoles et ouvriers spécialisés dans l'élevage",2,
Colombie-Britannique,  Agriculture primaire,sandhar farms ltd,"kelowna, V1P1C5",8431-Ouvriers agricoles,3,
Colombie-Britannique,  Agriculture primaire,Sandher Fruit Packers Ltd,"Kelowna, V1X6P1",8611-Manoeuvres à la récolte,40,
Colombie-Britannique,  Agriculture primaire,Sandhu Greenhouses & Nursery Ltd.,"Osoyoos, V0H1V0",8432-Ouvriers de pépinières et de serres,1,
Colombie-Britannique,  Agriculture primaire,seaside pearl gifts inc,"abbotsford, V4X1V6","8252-Entrepreneurs de services agricoles, surveillants d'exploitations agricoles et ouvriers spécialisés dans l'élevage",2,
Colombie-Britannique,  Agriculture primaire,Shadow Produce Ltd.,"Chilliwack, V2P6H4",8431-Ouvriers agricoles,12,
Colombie-Britannique,  Agriculture primaire,Sidhu & Sons Nursery Ltd.,"Mission, V2V7K6","8252-Entrepreneurs de services agricoles, surveillants d'exploitations agricoles et ouvriers spécialisés dans l'élevage",1,
Colombie-Britannique,  Agriculture primaire,Silver Valley Farms Ltd,"Maple Ridge, V4R2R1",8431-Ouvriers agricoles,35,
Colombie-Britannique,  Agriculture primaire,SM Produce Ltd,"Oliver, V0H1T0",8431-Ouvriers agricoles,2,
Colombie-Britannique,  Agriculture primaire,Smart Farms Ltd,"Surrey, V3W1L2",8431-Ouvriers agricoles,2,
Colombie-Britannique,  Agriculture primaire,South Alder Holdings Ltd.,"Aldergrove, V4W2R1",8431-Ouvriers agricoles,52,
Colombie-Britannique,  Agriculture primaire,SRE Enterprises,"Pitt Meadows, V3Y0A6","8252-Entrepreneurs de services agricoles, surveillants d'exploitations agricoles et ouvriers spécialisés dans l'élevage",1,
Colombie-Britannique,  Agriculture primaire,SRE Enterprises,"Pitt Meadows, V3Y0A6",8431-Ouvriers agricoles,8,
Colombie-Britannique,  Agriculture primaire,Starline Foods Inc.,"Abbotsford, V2S7T7","8252-Entrepreneurs de services agricoles, surveillants d'exploitations agricoles et ouvriers spécialisés dans l'élevage",2,
Colombie-Britannique,  Agriculture primaire,Stewart Brothers Nurseries LTD.,"Kelowna, Grand Forks, Midway, V1W3Y5","8252-Entrepreneurs de services agricoles, surveillants d'exploitations agricoles et ouvriers spécialisés dans l'élevage",2,
Colombie-Britannique,  Agriculture primaire,Stewart Brothers Nurseries LTD.,"Kelowna, Grand Forks, Midway, V1W3Y5",8432-Ouvriers de pépinières et de serres,9,
Colombie-Britannique,  Agriculture primaire,Sukhi Dhillon Farm LTD.,"Richmond, V7A3W9",8431-Ouvriers agricoles,6,
Colombie-Britannique,  Agriculture primaire,Sumas Ridge Greenhouses Incorporated,"Abbotsford, V2S8R1",8432-Ouvriers de pépinières et de serres,9,
Colombie-Britannique,  Agriculture primaire,Sun City Cherries LTD.,"Kelowna, V1W4H6",8431-Ouvriers agricoles,192,
Colombie-Britannique,  Agriculture primaire,Sunny valley fruit Ltd,"Keremeos, V0X1N1",8431-Ouvriers agricoles,12,
Colombie-Britannique,  Agriculture primaire,Sunnyside Produce Ltd.,"SURREY, V3S9S5",8432-Ouvriers de pépinières et de serres,5,
Colombie-Britannique,  Agriculture primaire,Thiara Brothers Enterprise Ltd,"Pitt Meadows, V3Y0A6",8431-Ouvriers agricoles,6,
Colombie-Britannique,  Agriculture primaire,TJ Greenhouses & Orchard Ltd,"Osoyoos, V0H1V5",8431-Ouvriers agricoles,3,
Colombie-Britannique,  Agriculture primaire,Toor Labour Contracting Ltd.,"ABBOTSFORD, V2T1X1","8252-Entrepreneurs de services agricoles, surveillants d'exploitations agricoles et ouvriers spécialisés dans l'élevage",1,
Colombie-Britannique,  Agriculture primaire,Townline Growers (1994) Ltd,"Abbotsford, V2T6C9",8431-Ouvriers agricoles,20,
Colombie-Britannique,  Agriculture primaire,Tree To Me Partnership,"Keremeos, V0X1N4",8431-Ouvriers agricoles,4,
Colombie-Britannique,  Agriculture primaire,Triple N Berry Farms Ltd.,"Richmond, V6Y2Y1","8252-Entrepreneurs de services agricoles, surveillants d'exploitations agricoles et ouvriers spécialisés dans l'élevage",1,
Colombie-Britannique,  Agriculture primaire,Triple N Berry Farms Ltd.,"Richmond, V6Y2Y1",8431-Ouvriers agricoles,5,
Colombie-Britannique,  Agriculture primaire,Triple S Greenhouses Ltd.,"Abbotsford, V3G2S1",8431-Ouvriers agricoles,45,
Colombie-Britannique,  Agriculture primaire,Triple S Greenhouses Ltd.,"Abbotsford, V3G2S1",8432-Ouvriers de pépinières et de serres,4,
Colombie-Britannique,  Agriculture primaire,Turtle Mountain Vineyards Ltd.,"Vernon, V1H1A1",8431-Ouvriers agricoles,2,
Colombie-Britannique,  Agriculture primaire,U & D MEIER DAIRY LTD,"Abbotsford, V3G2K4",8431-Ouvriers agricoles,4,
Colombie-Britannique,  Agriculture primaire,Valleyview Orchards Ltd.,"Osoyoos, V0H1V2","8252-Entrepreneurs de services agricoles, surveillants d'exploitations agricoles et ouvriers spécialisés dans l'élevage",2,
Colombie-Britannique,  Agriculture primaire,Valleyview Orchards Ltd.,"Osoyoos, V0H1V2",8431-Ouvriers agricoles,20,
Colombie-Britannique,  Agriculture primaire,"Van Belle Nursery, Inc","Abbotsford, V3G1R3",8432-Ouvriers de pépinières et de serres,7,
Colombie-Britannique,  Agriculture primaire,Van Eekelen Enterprises Ltd,"Abbotsford, V3G2G2",8431-Ouvriers agricoles,1,
Colombie-Britannique,  Agriculture primaire,Village Ranch Ltd.,"Sorrento, V0E2W0","8252-Entrepreneurs de services agricoles, surveillants d'exploitations agricoles et ouvriers spécialisés dans l'élevage",3,
Colombie-Britannique,  Agriculture primaire,VYEFIELD FARMS LTD,"Abbotsford, V2S7P7","8252-Entrepreneurs de services agricoles, surveillants d'exploitations agricoles et ouvriers spécialisés dans l'élevage",1,
Colombie-Britannique,  Agriculture primaire,VYEFIELD FARMS LTD,"Abbotsford, V2S7P7",8431-Ouvriers agricoles,2,
Colombie-Britannique,  Agriculture primaire,Wadhawan Holdings Ltd.,"Abbotsford, V2T6Z5",8431-Ouvriers agricoles,1,
Colombie-Britannique,  Agriculture primaire,West Fraser Valley Cedars Ltd.,"ABBOTSFORD, V2T5X8","8252-Entrepreneurs de services agricoles, surveillants d'exploitations agricoles et ouvriers spécialisés dans l'élevage",2,
Colombie-Britannique,  Agriculture primaire,West Fraser Valley Cedars Ltd.,"ABBOTSFORD, V2T5X8",8432-Ouvriers de pépinières et de serres,2,
Colombie-Britannique,  Agriculture primaire,WESTERN COUNTRY FARM INC,"RICHMOND, V6W1B8",8431-Ouvriers agricoles,2,
Colombie-Britannique,  Agriculture primaire,Wun Hing Farm Ltd.,"Delta, V4K2A6",8431-Ouvriers agricoles,8,
Colombie-Britannique,  Agriculture primaire,XIT Ranching,"Anahim Lake, V0L1C0","8252-Entrepreneurs de services agricoles, surveillants d'exploitations agricoles et ouvriers spécialisés dans l'élevage",1,
Colombie-Britannique,  Talent mondial,Affinity Staffing Inc.,"VANCOUVER, V5M4X7",2173-Ingénieurs et concepteurs en logiciel,1,
Colombie-Britannique,  Talent mondial,Animal Logic Studios (Vancouver) Ltd.,"Yaletown, Vancouver, V6B1P6",5241-Designers graphiques et illustrateurs,1,
Colombie-Britannique,  Talent mondial,Appnovation Technologies (Québec) Inc.,"Vancouver, V6A2S5",2175-Concepteurs et développeurs Web,1,
Colombie-Britannique,  Talent mondial,Arista Networks ULC,"BURNABY, V5J5J8",2173-Ingénieurs et concepteurs en logiciel,1,
Colombie-Britannique,  Talent mondial,Breathing Image Technologies Inc.,"Kelowna, V1Y9S4",0213-Gestionnaires des systèmes informatiques,1,
Colombie-Britannique,  Talent mondial,BrickRed Systems Inc.,"Surrey, V3W4E8",0213-Gestionnaires des systèmes informatiques,1,
Colombie-Britannique,  Talent mondial,Commerce Fabric Inc.,"VANCOUVER, V6B5A6",0213-Gestionnaires des systèmes informatiques,1,
Colombie-Britannique,  Talent mondial,Commerce Fabric Inc.,"VANCOUVER, V6B5A6",2173-Ingénieurs et concepteurs en logiciel,1,
Colombie-Britannique,  Talent mondial,Deluxe Toronto Ltd.,"Vancouver, V5Y1B3",5241-Designers graphiques et illustrateurs,2,
Colombie-Britannique,  Talent mondial,Double Negative Canada Productions Ltd.,"Vancouver, V5Y4A6",5241-Designers graphiques et illustrateurs,2,
Colombie-Britannique,  Talent mondial,E-one Moli Energy (Canada) Limited,"Maple Ridge, V2X9E7",2115-Autres professionnels des sciences physiques,1,
Colombie-Britannique,  Talent mondial,ETS Educational Testing Service Canada Inc.,"Vancouver, V6C2X8",2173-Ingénieurs et concepteurs en logiciel,1,
Colombie-Britannique,  Talent mondial,Finger Food Studios Inc,"Port Coquitlam, V3B5Y9",5241-Designers graphiques et illustrateurs,1,
Colombie-Britannique,  Talent mondial,GeoComply Global Inc.,"Vancouver, V6C2X8","0015-Cadres supérieurs - commerce, radiotélédiffusion et autres services, n.c.a.",1,
Colombie-Britannique,  Talent mondial,Hootsuite Inc,"Vancouver, V5T1R6",2173-Ingénieurs et concepteurs en logiciel,2,
Colombie-Britannique,  Talent mondial,Image Engine Design Inc.,"Vancouver, V5Y1H4",5241-Designers graphiques et illustrateurs,1,
Colombie-Britannique,  Talent mondial,Industrial Light & Magic (Vancouver) Inc.,"Vancouver, V6B1A1",5241-Designers graphiques et illustrateurs,3,
Colombie-Britannique,  Talent mondial,Insurance Corporation of British Columbia,"North Vancouver, V7M3H9",2172-Analystes de bases de données et administrateurs de données,1,
Colombie-Britannique,  Talent mondial,Ionomr Innovations Inc.,"Vancouver, V6T1Z3","0016-Cadres supérieurs - construction, transport, production et services d'utilité publique",1,
Colombie-Britannique,  Talent mondial,IUGO Mobile Entertainment Inc.,"Vancouver, V6A4C4",2173-Ingénieurs et concepteurs en logiciel,1,
Colombie-Britannique,  Talent mondial,"KeepTruckin Technologies Canada, Inc.","Vancouver, V6E3P3",2173-Ingénieurs et concepteurs en logiciel,1,
Colombie-Britannique,  Talent mondial,Microsemi Storage Solutions Ltd.,"Burnaby, V5A4V7",2171-Analystes et consultants en informatique,1,
Colombie-Britannique,  Talent mondial,Microsemi Storage Solutions Ltd.,"Burnaby, V5A4V7",2173-Ingénieurs et concepteurs en logiciel,1,
Colombie-Britannique,  Talent mondial,Motion Metrics International Corp.,"Vancouver, V6T1Z3",2174-Programmeurs et développeurs en médias interactifs,1,
Colombie-Britannique,  Talent mondial,Pani Energy Inc,"Victoria, V8V3W2",0213-Gestionnaires des systèmes informatiques,1,
Colombie-Britannique,  Talent mondial,Parallel Domain Canada Inc.,"Vancouver, V5Y1K1",2173-Ingénieurs et concepteurs en logiciel,1,
Colombie-Britannique,  Talent mondial,Redlen Technologies Inc.,"Saanichton, V8M0A5",2132-Ingénieurs mécaniciens,1,
Colombie-Britannique,  Talent mondial,Roblox Canada Inc.,"Vancouver, V7X1M6",2173-Ingénieurs et concepteurs en logiciel,2,
Colombie-Britannique,  Talent mondial,Roblox Canada Inc.,"Vancouver, V7X1M6",2174-Programmeurs et développeurs en médias interactifs,1,
Colombie-Britannique,  Talent mondial,Sauce Labs Canada Inc.,"Vancouver, V6B1R8",2173-Ingénieurs et concepteurs en logiciel,1,
Colombie-Britannique,  Talent mondial,Skybox Labs Inc.,"Burnaby, V5C6A8",2173-Ingénieurs et concepteurs en logiciel,1,
Colombie-Britannique,  Talent mondial,Skycope Technologies Inc,"Burnaby, V5G1J9",2173-Ingénieurs et concepteurs en logiciel,1,
Colombie-Britannique,  Talent mondial,SPLITMANGO MEDIA INC.,"North Vancouver, V7J3V3",2175-Concepteurs et développeurs Web,1,
Colombie-Britannique,  Talent mondial,SQBox Solutions Ltd.,"North Vancouver, V7P3P3",2174-Programmeurs et développeurs en médias interactifs,1,
Colombie-Britannique,  Talent mondial,Summer City Produce Ltd.,"Richmond, V7A5E9",0213-Gestionnaires des systèmes informatiques,1,
Colombie-Britannique,  Talent mondial,Swiftlink Technologies Inc.,"Vancouver, V6P4Z3","0013-Cadres supérieurs - services financiers, communications et autres services aux entreprises",1,
Colombie-Britannique,  Talent mondial,Trademango Solutions Inc.,"Vancouver, V6A3T2",2173-Ingénieurs et concepteurs en logiciel,1,
Colombie-Britannique,  Talent mondial,Zillow (Canada) Inc.,"Vancouver, V6B5L1",2173-Ingénieurs et concepteurs en logiciel,1,
Yukon,   Bas salaire,536183 Yukon Inc.,"Whitehorse, Y1A4N2",6311-Superviseurs des services alimentaires,1,
Les employeurs exerçant leurs activités au Canada avec un siège social à l'extérieur du Canada,     Haut salaire,10011902 Manitoba Ltd.,"WINNIPEG, R2H 0G8",0621-Directeurs - commerce de détail et de gros,1,
Les employeurs exerçant leurs activités au Canada avec un siège social à l'extérieur du Canada,     Haut salaire,1227364 BC Ltd.,"Surrey, V3V 7V4",0621-Directeurs - commerce de détail et de gros,1,
Les employeurs exerçant leurs activités au Canada avec un siège social à l'extérieur du Canada,     Haut salaire,2231864 Alberta Ltd.,"Calgary, T2R 1L3","0013-Cadres supérieurs - services financiers, communications et autres services aux entreprises",1,
Les employeurs exerçant leurs activités au Canada avec un siège social à l'extérieur du Canada,     Haut salaire,2H Offshore,"Houston, 77079",8222-Entrepreneurs et surveillants du forage et des services reliés à l'extraction de pétrole et de gaz,1,
Les employeurs exerçant leurs activités au Canada avec un siège social à l'extérieur du Canada,     Haut salaire,"Antigo Construction, Inc.","Antigo, 54409",7521-Conducteurs d'équipement lourd (sauf les grues),4,
Les employeurs exerçant leurs activités au Canada avec un siège social à l'extérieur du Canada,     Haut salaire,"Ballard Marine Construction, LLC","Washougal, 98671",0711-Directeurs de la construction,2,
Les employeurs exerçant leurs activités au Canada avec un siège social à l'extérieur du Canada,     Haut salaire,"Ballard Marine Construction, LLC","Washougal, 98671","7384-Autre personnel des métiers et personnel assimilé, n.c.a.",2,
Les employeurs exerçant leurs activités au Canada avec un siège social à l'extérieur du Canada,     Haut salaire,Barrier Specialty Roofing & Coatings Inc.,"Fresno, 93706",7293-Calorifugeurs,9,
Les employeurs exerçant leurs activités au Canada avec un siège social à l'extérieur du Canada,     Haut salaire,BOA Offshore AS,"Trondheim, 7067",0811-Directeurs de l'exploitation des ressources naturelles et de la pêche,2,
Les employeurs exerçant leurs activités au Canada avec un siège social à l'extérieur du Canada,     Haut salaire,BOA Offshore AS,"Trondheim, 7067","2148-Autres ingénieurs, n.c.a.",1,
Les employeurs exerçant leurs activités au Canada avec un siège social à l'extérieur du Canada,     Haut salaire,BOA Offshore AS,"Trondheim, 7067",7521-Conducteurs d'équipement lourd (sauf les grues),3,
Les employeurs exerçant leurs activités au Canada avec un siège social à l'extérieur du Canada,     Haut salaire,BOA Offshore AS,"Trondheim, 7067",8222-Entrepreneurs et surveillants du forage et des services reliés à l'extraction de pétrole et de gaz,2,
Les employeurs exerçant leurs activités au Canada avec un siège social à l'extérieur du Canada,     Haut salaire,Bourbon Offshore DNT,"Ravenna, 48123","7384-Autre personnel des métiers et personnel assimilé, n.c.a.",3,
Les employeurs exerçant leurs activités au Canada avec un siège social à l'extérieur du Canada,     Haut salaire,CAT Scale Company,"Walcott, 52773",7445-Autres réparateurs et préposés à l'entretien,2,
Les employeurs exerçant leurs activités au Canada avec un siège social à l'extérieur du Canada,     Haut salaire,CHU de Québec-Université Laval,"QUÉBEC, G1R 2J6",3012-Infirmiers autorisés et infirmiers psychiatriques autorisés,6,
Les employeurs exerçant leurs activités au Canada avec un siège social à l'extérieur du Canada,     Haut salaire,CIUSSS du Nord-de-l'Ile-de-Montréal,"MONTRÉAL, H4J 1C5",3012-Infirmiers autorisés et infirmiers psychiatriques autorisés,6,
Les employeurs exerçant leurs activités au Canada avec un siège social à l'extérieur du Canada,     Haut salaire,Claxton Services Inc./Claxton Engineering,"Gray, 70359",2212-Technologues et techniciens en géologie et en minéralogie,4,
Les employeurs exerçant leurs activités au Canada avec un siège social à l'extérieur du Canada,     Haut salaire,Cockerill Maintenance Ingenierie S.A.,"Seraing, 4100",9226-Surveillants dans la fabrication d'autres produits métalliques et de pièces mécaniques,3,
Les employeurs exerçant leurs activités au Canada avec un siège social à l'extérieur du Canada,     Haut salaire,DeWind DeWatering Inc.,"Zeeland, 49464",7521-Conducteurs d'équipement lourd (sauf les grues),6,
Les employeurs exerçant leurs activités au Canada avec un siège social à l'extérieur du Canada,     Haut salaire,Entier Manning Services Singapore PTE Ltd,"Singapore,",6321-Chefs,2,
Les employeurs exerçant leurs activités au Canada avec un siège social à l'extérieur du Canada,     Haut salaire,Entier Manning Services Singapore PTE Ltd,"Singapore,",6322-Cuisiniers,1,
Les employeurs exerçant leurs activités au Canada avec un siège social à l'extérieur du Canada,     Haut salaire,"Enviropeel USA/Alocit USA o/a A Division of Precision Cams, Inc.","Indianapolis, 46225",2173-Ingénieurs et concepteurs en logiciel,2,
Les employeurs exerçant leurs activités au Canada avec un siège social à l'extérieur du Canada,     Haut salaire,First Global Gear Services LLC,"TRUMBULL, 06611",2232-Technologues et techniciens en génie mécanique,1,
Les employeurs exerçant leurs activités au Canada avec un siège social à l'extérieur du Canada,     Haut salaire,FSV MANAGEMENT AS,"MOLDE, 6413",2273-Officiers de pont du transport par voies navigables,12,
Les employeurs exerçant leurs activités au Canada avec un siège social à l'extérieur du Canada,     Haut salaire,Gotech Communications Inc.,"London, N6A 5B5",0711-Directeurs de la construction,1,
Les employeurs exerçant leurs activités au Canada avec un siège social à l'extérieur du Canada,     Haut salaire,"Graphic Information Systems, Inc.","CINCINNATI, 45237","7441-Personnel d'installation, d'entretien et de réparation d'équipement résidentiel et commercial",2,
Les employeurs exerçant leurs activités au Canada avec un siège social à l'extérieur du Canada,     Haut salaire,Groupe JL Leclerc Inc.,"SAINT-ANTOINE-DE-TILLY, G0S 2C0",7322-Débosseleurs et réparateurs de carrosserie,1,
Les employeurs exerçant leurs activités au Canada avec un siège social à l'extérieur du Canada,     Haut salaire,Healey Fire Protection Inc,"Orion, 48359",2242-Électroniciens d'entretien (biens domestiques et commerciaux),2,
Les employeurs exerçant leurs activités au Canada avec un siège social à l'extérieur du Canada,     Haut salaire,"Integrity Offshore, LLC","Cypress, 77429",8222-Entrepreneurs et surveillants du forage et des services reliés à l'extraction de pétrole et de gaz,2,
Les employeurs exerçant leurs activités au Canada avec un siège social à l'extérieur du Canada,     Haut salaire,Intership Crew AS,"HAREID, MØRE OG ROMSDAL, 6069",2273-Officiers de pont du transport par voies navigables,6,
Les employeurs exerçant leurs activités au Canada avec un siège social à l'extérieur du Canada,     Haut salaire,Intership Crew AS,"HAREID, MØRE OG ROMSDAL, 6069",2274-Officiers mécaniciens du transport par voies navigables,2,
Les employeurs exerçant leurs activités au Canada avec un siège social à l'extérieur du Canada,     Haut salaire,Intership Crew AS,"HAREID, MØRE OG ROMSDAL, 6069",7532-Matelots de pont et matelots de salle des machines du transport par voies navigables,3,
Les employeurs exerçant leurs activités au Canada avec un siège social à l'extérieur du Canada,     Haut salaire,IT International Telecom Canada Inc.,"Pointe-Claire, H9R 1G6",2273-Officiers de pont du transport par voies navigables,2,
Les employeurs exerçant leurs activités au Canada avec un siège social à l'extérieur du Canada,     Haut salaire,IT International Telecom Canada Inc.,"Pointe-Claire, H9R 1G6",2274-Officiers mécaniciens du transport par voies navigables,4,
Les employeurs exerçant leurs activités au Canada avec un siège social à l'extérieur du Canada,     Haut salaire,IT International Telecom Canada Inc.,"Pointe-Claire, H9R 1G6",7242-Électriciens industriels,2,
Les employeurs exerçant leurs activités au Canada avec un siège social à l'extérieur du Canada,     Haut salaire,IT International Telecom Canada Inc.,"Pointe-Claire, H9R 1G6",7244-Monteurs de lignes électriques et de câbles,3,
Les employeurs exerçant leurs activités au Canada avec un siège social à l'extérieur du Canada,     Haut salaire,IT International Telecom Canada Inc.,"Pointe-Claire, H9R 1G6",7271-Charpentiers-menuisiers,1,
Les employeurs exerçant leurs activités au Canada avec un siège social à l'extérieur du Canada,     Haut salaire,IT International Telecom Canada Inc.,"Pointe-Claire, H9R 1G6","7384-Autre personnel des métiers et personnel assimilé, n.c.a.",1,
Les employeurs exerçant leurs activités au Canada avec un siège social à l'extérieur du Canada,     Haut salaire,IT International Telecom Canada Inc.,"Pointe-Claire, H9R 1G6",7532-Matelots de pont et matelots de salle des machines du transport par voies navigables,18,
Les employeurs exerçant leurs activités au Canada avec un siège social à l'extérieur du Canada,     Haut salaire,JM Thomas Medicine Professional Corporation,"Markham, L6C 0A2",3111-Médecins spécialistes,1,
Les employeurs exerçant leurs activités au Canada avec un siège social à l'extérieur du Canada,     Haut salaire,JS International Solutions Inc.,"NASSAU, 12123",6732-Nettoyeurs spécialisés,2,
Les employeurs exerçant leurs activités au Canada avec un siège social à l'extérieur du Canada,     Haut salaire,Kito USA Corporation,"Lexington, 40511",0911-Directeurs de la fabrication,3,
Les employeurs exerçant leurs activités au Canada avec un siège social à l'extérieur du Canada,     Haut salaire,Kito USA Corporation,"Lexington, 40511",2232-Technologues et techniciens en génie mécanique,2,
Les employeurs exerçant leurs activités au Canada avec un siège social à l'extérieur du Canada,     Haut salaire,Kito USA Corporation,"Lexington, 40511",7202-Entrepreneurs et contremaîtres en électricité et en télécommunications,1,
Les employeurs exerçant leurs activités au Canada avec un siège social à l'extérieur du Canada,     Haut salaire,KVAERNER AS,"LYSAKER, NO-1325",0731-Directeurs des transports,1,
Les employeurs exerçant leurs activités au Canada avec un siège social à l'extérieur du Canada,     Haut salaire,Mercedes Lane Fashions & Furniture Ltd.,"Comox, V9M 3M2",0621-Directeurs - commerce de détail et de gros,1,
Les employeurs exerçant leurs activités au Canada avec un siège social à l'extérieur du Canada,     Haut salaire,Metrol,"Dyce, Aberdeen, AB21 0GS",2241-Technologues et techniciens en génie électronique et électrique,1,
Les employeurs exerçant leurs activités au Canada avec un siège social à l'extérieur du Canada,     Haut salaire,Nova Scotia Health Authority,"Truro, B2N 5A1",3111-Médecins spécialistes,1,
Les employeurs exerçant leurs activités au Canada avec un siège social à l'extérieur du Canada,     Haut salaire,NS Lion Shipping Inc.,"Dubai,",2273-Officiers de pont du transport par voies navigables,4,
Les employeurs exerçant leurs activités au Canada avec un siège social à l'extérieur du Canada,     Haut salaire,NS Lion Shipping Inc.,"Dubai,",2274-Officiers mécaniciens du transport par voies navigables,4,
Les employeurs exerçant leurs activités au Canada avec un siège social à l'extérieur du Canada,     Haut salaire,NS Lion Shipping Inc.,"Dubai,",6322-Cuisiniers,1,
Les employeurs exerçant leurs activités au Canada avec un siège social à l'extérieur du Canada,     Haut salaire,NS Lion Shipping Inc.,"Dubai,",7242-Électriciens industriels,1,
Les employeurs exerçant leurs activités au Canada avec un siège social à l'extérieur du Canada,     Haut salaire,NS Lion Shipping Inc.,"Dubai,",7532-Matelots de pont et matelots de salle des machines du transport par voies navigables,10,
Les employeurs exerçant leurs activités au Canada avec un siège social à l'extérieur du Canada,     Haut salaire,Osauhing TS Shipping,"TALLINN, 10111",2241-Technologues et techniciens en génie électronique et électrique,2,
Les employeurs exerçant leurs activités au Canada avec un siège social à l'extérieur du Canada,     Haut salaire,Osauhing TS Shipping,"TALLINN, 10111",2273-Officiers de pont du transport par voies navigables,10,
Les employeurs exerçant leurs activités au Canada avec un siège social à l'extérieur du Canada,     Haut salaire,Osauhing TS Shipping,"TALLINN, 10111",2274-Officiers mécaniciens du transport par voies navigables,6,
Les employeurs exerçant leurs activités au Canada avec un siège social à l'extérieur du Canada,     Haut salaire,Osauhing TS Shipping,"TALLINN, 10111",7242-Électriciens industriels,3,
Les employeurs exerçant leurs activités au Canada avec un siège social à l'extérieur du Canada,     Haut salaire,P/F Thor,"Hosvik, 420",2273-Officiers de pont du transport par voies navigables,9,
Les employeurs exerçant leurs activités au Canada avec un siège social à l'extérieur du Canada,     Haut salaire,P/F Thor,"Hosvik, 420",2274-Officiers mécaniciens du transport par voies navigables,4,
Les employeurs exerçant leurs activités au Canada avec un siège social à l'extérieur du Canada,     Haut salaire,Panamax International Shipping Company Ltd.,"Miami, 33131",2273-Officiers de pont du transport par voies navigables,4,
