Employer,Address,Positions,Province,Latitude,Longitude
The Revelstoke Ski Club,"PO Box 809, Revelstoke, BC  V0E 2S0",1,British Columbia,50.975822,-118.18549
The Richmond Academy of Dance Ltd.,"7860 River Road, Richmond, BC  V6X 1X7",1,British Columbia,49.188356,-123.136411
The Shack,"2601 Lougheed Highway, Riverview Admin Building, Coquitlam, BC  V3C 4J2",16,British Columbia,49.271775,-122.786153
The Shack Film Productions Canada Inc,"555 Brooksbank Avenue, Building 6, Vancouver, BC  V7J 3S5",1,British Columbia,49.3124112,-123.0403372
The Sunshine Sandwich Shop Ltd dba Sunshine Diner,"2649 West Broadway, Vancouver, BC  V6K 2G2",1,British Columbia,49.264031,-123.166436
The Teal-Jones Group,"17897 Triggs Road, Surrey, BC  V4N 4M8",1,British Columbia,49.186707,-122.724567
The Verna J. Kirkness Education foundation,"3336 Hernado Avenue, Powell River, BC  V8A 1B8",1,British Columbia,49.806901,-124.525442
The Vineyard at the Rise Ltd,"PO Box 23073, Vernon, BC  V1T 9L8",3,British Columbia,50.265731,-119.278006
Thiara Brothers Enterprises Ltd,"16979 Ford Road, Pitt Meadows, BC  V3Y 0A6",20,British Columbia,49.22253,-122.741208
This Game Studio Inc,"1050 Homer Street, Suite 301, Vancouver, BC  V6B 2W9",1,British Columbia,49.276419,-123.121534
THNK School of Creative Leadership Ltd.,"510 Beatty Street, Suite 100, Vancouver, BC  V6B 2L3",1,British Columbia,49.281036,-123.10882
Thomas Skinner & Son Limited,"13880 Vulcan Way, Richmond, BC  V6V 1K6",1,British Columbia,49.197856,-123.073003
Ticking Films Inc.,"1600 East Railway Street, North Vancouver, BC  V7J 1B5",4,British Columbia,49.303405,-123.02948
Tiger Ramen Japanese Noodle Stand dba Tiger Ramen,"1210 Summit Drive, Suite 310, Kamloops, BC  V2C 6M1",1,British Columbia,50.666687,-120.351797
Tigon Security and Networking,"12468 82nd Avenue, Unit 17, Surrey, BC  V3W 3E9",1,British Columbia,49.152011,-122.878899
Timely IV Productions,"20 Brooksbank Avenue, 2nd Floor, North Vancouver, BC  V7J 2B8",1,British Columbia,49.303662,-123.040449
Titan Industries Ltd.,"10944 124th Street, Unit B, Surrey, BC  V3V 4T9",1,British Columbia,49.200572,-122.878709
Titmouse Canada Animation Inc.,"28 West 5th Avenue, Unit 200, Vancouver, BC  V5Y 1H5",1,British Columbia,49.266518,-123.105637
TIYD Productions Inc o/a This is your Death,"2400 Boundary Road, Burnaby, BC  V5M 3Z3",6,British Columbia,49.262881,-123.023497
TJ Greenhouses & Orchard Ltd,"10307 74th Avenue, Osoyoos, BC  V0H 1V5",8,British Columbia,49.072175,-119.566553
TKJ Investments Inc. o/a Chongquin on Robson,"2808 Commercial Drive, Vancouver, BC  V5N 4C6",1,British Columbia,49.259436,-123.069777
TKT The Kitchen Technician Inc,"8789 Moresby Park Terrace, North Saanich, BC  V8L 4B3",1,British Columbia,48.621878,-123.422805
TMG Logistics Inc.,"13140 80th Avenue, Suite 121, Surrey, BC  V3W 3B2",10,British Columbia,49.1482035,-122.8609605
Toad River Lodge,"Box 7780, Toad River, BC  V0C 2X0",2,British Columbia,58.8475494384766,-125.232666015625
Tokyo Allure Hair Studio,"7771 Westminster Highway, Suite 135, Richmond, BC  V6X 1A4",1,British Columbia,49.17027,-123.138467
Tokyo M&J Entertainment Ltd. dba Tokyo Joe Ramen Okawari Restaurant,"8100 Ackroyd Road, Suite 195, Richmond, BC  V6X 3K2",1,British Columbia,49.171917,-123.135234
Tom Boy Productions Ltd. dba Tomboy,"2601 Lougheed Highway, Riverview Administration Building, Coquitlam, BC  V3C 4J2",8,British Columbia,49.271775,-122.786153
Tony 6 Trading Ltd. dba A Wish Cake and Cafe,"1593 Ellis Street, Kelowna, BC  V1Y 2A7",1,British Columbia,49.885849,-119.493332
Tony Antunes Orchard,"319 Road 6, Oliver, BC  V0H 1T1",3,British Columbia,49.1437996,-119.244978
Toor Vineyards,"4078 Black Sage Road, Oliver, BC  V0H 1T1",1,British Columbia,49.1437996,-119.244978
Top Crop Garden / Farm & Pet,"2101 Cranbrook Street North, Cranbrook, BC  V1C 5M6",6,British Columbia,49.531705,-115.745052
Top Modern Nails and Spa,"122 East 3rd Street, Suite 5, North Vancouver, BC  V7L 1E6",1,British Columbia,49.313303,-123.076784
Top Quality Construction Ltd,"13387 80th Avenue, Surrey, BC  V3W 3B8",1,British Columbia,49.14858,-122.852048
Topgro Greenhouses Ltd.,"1110 264th Street, Aldergrove, BC  V4W 2M8",34,British Columbia,49.0161416,-122.4927088
Tophay Agri-Industries Inc.,"PO Box 923, Vanderhoof, BC  V0J 3A0",2,British Columbia,54.007738,-123.679997
Torra Enterprises Ltd.,"5682 146th Street, Surrey, BC  V3S 2Z6",2,British Columbia,49.1063445,-122.8177815
Toudai Restaurant,"7370 Market Street, Port Hardy, BC  V0N 2P0",1,British Columbia,50.721848,-127.506524
Tower Power Group Painting Co. Ltd.,"19331 Enterprise Way, Suite 106, Surrey, BC  V3S 6J8",30,British Columbia,49.109337,-122.686406
Townline Growers (1994) Ltd,"340 Townline Road, Abbotsford, BC  V2T 6C9",35,British Columbia,49.002515,-122.360176
Toy Fight Productions o/a Colossal,"2400 Boundary Road, Burnaby, BC  V5M 3Z3",18,British Columbia,49.262881,-123.023497
Trademark Industries Ltd.,"150 Commercial Place, Penticton, BC  V2A 3H7",1,British Columbia,49.48062,-119.564204
Trans Global Reload 2008 Inc,"8335 Meadow Avenue, Suite 300, Burnaby, BC  V3N 2W1",1,British Columbia,49.192008,-122.962473
Trembling Void Studio Ltd.,"4812 Fleming Street, Vancouver, BC  V5N 3W8",2,British Columbia,49.241544,-123.072187
Trez capital Group Limited Partners o/a Trez Capital,"1185 West Georgia Street, Suite 1550, Vancouver, BC  V6E 4E6",1,British Columbia,49.286985,-123.124777
Tri Force Freightways Inc,"8645 Harvie Road, Surrey, BC  V4N 5X8",8,British Columbia,49.1568418,-122.7071868
Trican Transport Ltd,"12979 80th Avenue, Surrey, BC  V3W 3B1",10,British Columbia,49.1481995,-122.859125
Trident Roadlines Inc,"5657 132nd Street, Surrey, BC  V3X 1N8",2,British Columbia,49.1057095,-122.8567455
Tridev Holding Ltd.,"6330 Fraser Street, Suite 308, Vancouver, BC  V5W 3A4",5,British Columbia,49.227056,-123.090728
Trikaya Health Solutions Ltd dba Prosper Pharmacy,"2777 Gladwin Road, Suite 113, Abbotsford, BC  V2T 4V1",1,British Columbia,49.052602,-122.314885
Triple Eight Transport Inc.,"PO Box 658, STN A, Abbotsford, BC  V2T 6Z8",15,British Columbia,49.039186,-122.347871
Triple F Ent. Inc,"30690 Harris Road, Abbotsford, BC  V4X 2A4",1,British Columbia,49.1038655,-122.375268
Triple Legend Restaurant Ltd.,"2190 Harvey Avenue, Kelowna, BC  V1Y 6G8",2,British Columbia,49.882071,-119.438303
Tri-Rock Mfg.Co.,"15371 Knox Way, Richmond, BC  V6V 3A8",1,British Columbia,49.20096,-123.056106
Triumf,"4004 Wesbrook Mall, Vancouver, BC  V6T 2A3",1,British Columbia,49.247545,-123.231879
Tropical Pool & Spa Ltd.,"1701 West Central Street, Prince George, BC  V2N 1P6",1,British Columbia,53.91018,-122.782233
True North Heli-Skiing Ltd.,"PO Box 59, Terrace, BC  V8G 4A2",1,British Columbia,54.398873,-128.574824
Tryon Land Surveying Ltd.,"10201 17th Street, Dawson Creek, BC  V1G 4C3",1,British Columbia,55.759419,-120.250473
TSC Nursery Sales Ltd,"18071 Westminster Highway, Richmond, BC  V6V 1B1",61,British Columbia,49.169795,-123.0195195
Tumbleweeds Pub & Liquor Store,"5220 Bogetti Place, Kamloops, BC  V2C 4Y7",2,British Columbia,50.669014,-120.181586
Tung Thanh Nguyen,"13440 114th Avenue, Surrey, BC  V3R 0X3",1,British Columbia,49.209669,-122.851675
Turkey Hollow Productions Ltd,"1950 Franklin Street, Vancouver, BC  V5L 1R2",6,British Columbia,49.282185,-123.065219
Turning Point Ensemble Society,"2227 13th Avenue West, Vancouver, BC  V6K 2S4",3,British Columbia,49.2602173,-123.1555479
Turtle Mountain Vineyards Ltd,"3111 Agnew Road, Vernon, BC  V1H 1A1",2,British Columbia,50.265265,-119.298449
Twin Pol Express Inc.,"16733 108th Avenue, Surrey, BC  V4N 1N5",2,British Columbia,49.199384,-122.758947
Two Tall Totems Ltd,"4408 Moncton Street, Richmond, BC  V7E 3A9",1,British Columbia,49.125015,-123.173163
TYRW Holding Inc o/a Jinya Ramen Bar Vancouver West,"2129 West 41st Avenue, Vancouver, BC  V6M 1Z6",2,British Columbia,49.234736,-123.158183
Ulici Tileworks Inc,"4194 Maywood Street, Unit 403, Burnaby, BC  V5H 4C9",1,British Columbia,49.2245858,-123.0107377
Ultima Medical Services Inc.,"4440 Stark Street, Richmond, BC  V7B 1A1",1,British Columbia,49.178874,-123.166968
Unbounce Marketing Solutions dba Unbounce,"401 West Georgia Street, Suite 400, Vancouver, BC  V6B 5A1",1,British Columbia,49.28076,-123.115122
Under Productions Inc o/a Under Fire,"2412 Columbia Street, Vancouver, BC  V5Y 3E6",1,British Columbia,49.263728,-123.10942
Unico Solutions Inc. dba Unico Print Media,"4611 No. 6 Road, Suite 130, Richmond, BC  V6V 2L3",1,British Columbia,49.180559,-123.069328
Uniglobe Printers Ltd,"13049 76th Avenue, Suite 103, Surrey, BC  V3W 2V7",1,British Columbia,49.14093,-122.8577835
Unihealth Therapeutic Centre Ltd. o/a Unihealth,"3195 Granville Street, Suite 40, Vancouver, BC  V6H 3K2",3,British Columbia,49.2573012,-123.1387868
United Front Games,"1128 Homer Street, Suite 3, Vancouver, BC  V6B 2X6",1,British Columbia,49.275407,-123.123
United King Transport Ltd,"6745 128th Street, Surrey, BC  V3W 4C8",10,British Columbia,49.119295,-122.867891
United Pacific Patrol Ltd.,"1373 72nd Avenue, Suite 205, Surrey, BC  V3W 2P2",2,British Columbia,49.1336505,-122.842701
University of British Columbia,"6190 Agronomy Road, Suite 600, Vancouver, BC  V6T 1Z3",33,British Columbia,49.257378,-123.238197
University Of Northern British Columbia,"3333 University Way, Prince George, BC  V2N 4Z9",2,British Columbia,53.907944,-122.815926
Unlimited Holdings Inc. dba The Royal Dar,"148 3rd Street, Duncan, BC  V9L 1R8",2,British Columbia,48.78253,-123.710122
Unresolved Productions Inc.,"2412 Columbia Street, Vancouver, BC  V5Y 3E6",1,British Columbia,49.263728,-123.10942
Uppal Orchard,"2678 Upper Bench Road, Keremeos, BC  V0X 1N4",4,British Columbia,49.2327041625977,-119.819877624512
Upper Bench Fruit Farm,"2612 Forsyth Drive, Penticton, BC  V2A 8Y9",2,British Columbia,49.507332,-119.637543
Urban Design Group Architects Ltd,"1140 West Pender Street, Suite 600, Vancouver, BC  V6E 4G1",1,British Columbia,49.287924,-123.121584
Utherverse Digital Inc.,"1100 Melville Street, Suite 1000, Vancouver, BC  V6E 4A6",1,British Columbia,49.2864678,-123.1218254
Utopia Bakery Cafe,"A-9780 Willow Street, PO Box 390, Chemainus, BC  V0R 1K0",1,British Columbia,48.890448,-123.697906
UvanU International Consulting Ltd,"609 West Hastings Street, Suite 405, Vancouver, BC  V6B 4W4",2,British Columbia,49.284866,-123.112892
UVANU Recruit Canada Entertainment Ltd.,"609 West Hastings Street, Suite 405, Vancouver, BC  V6B 4W4",1,British Columbia,49.284866,-123.112892
Uxbridge Mechanical Ltd,"13988 Cambie Road, Suite 373, Richmond, BC  V6V 2K4",2,British Columbia,49.184664,-123.073211
UXC Eclipse Solutions (Canada) Ltd dba Eclipse Vancouver Office,"355 Burrard Street, Suite 250, Vancouver, BC  V6C 2G8",5,British Columbia,49.287203,-123.116923
V K  Delivery & Moving Services Ltd.,"1081 Cliveden Avenue, Delta, BC  V3M 5V1",5,British Columbia,49.17348,-122.942757
Valentine Road Productions Ltd,"1950 Franklin Street, Vancouver, BC  V5L 1R2",2,British Columbia,49.282185,-123.065219
Valkyrie Holdings Ltd. o/a Artisan Log Homes,"10596 Shaw Street, Mission, BC  V4S 1J4",1,British Columbia,49.188116,-122.360419
Valley Agro Ltd,"8556 120th Street, Suite 207A, Surrey, BC  V3W 3N5",6,British Columbia,49.15845,-122.890353
Valley Best Produce,"Box 556, Oliver, BC  V0H 1T0",4,British Columbia,49.181073,-119.55144
Valley Fresh Produce,"Box 1507, Oliver, BC  V0H 1T0",1,British Columbia,49.181073,-119.55144
Valley Orchards,"1795 McCurdy Road East, Kelowna, BC  V1P 1B5",45,British Columbia,49.90516,-119.355142
Valley Select Foods Inc,"41212 No. 3 Road, Abbotsford, BC  V3G 2S1",40,British Columbia,49.08932,-122.094955
Valoroso Holdings Inc.,"1467 Sutherland Avenue, Kelowna, BC  V1Y 5Y4",1,British Columbia,49.880245,-119.46876
Valuce Hospitality's Ltd. dba Zakkushi,"823 Denman Street, Vancouver, BC  V6G 2L7",1,British Columbia,49.291431,-123.135513
Value Village Stores Inc. o/a Value Village,"7350 Edmonds Street, Burnaby, BC  V3N 1A8",5,British Columbia,49.2200255,-122.948553
Van Belle Nursery Inc,"34825 Hallert Road, Abbotsford, BC  V3G 1R3",80,British Columbia,49.0964,-122.271514
Van Trans Freight Ltd.,"6550 123A Street, Surrey, BC  V3W 1P7",4,British Columbia,49.121211,-122.885548
Vancity Cabinets Ltd.,"8310 130th Street, Suite 108, Surrey, BC  V3W 8J9",3,British Columbia,49.148317,-122.862175
Vancouver Coastal Health Authority,"2660 Oak Street, Vancouver, BC  V6H 3Z6",1,British Columbia,49.261998,-123.126571
Vancouver Coastal Health Authority,"620 West 8th Avenue, Suite 200, Vancouver, BC  V5Z 1C8",3,British Columbia,49.2642094,-123.1174767
Vancouver Island Health Authority,"1952 Bay Street, Victoria, BC  V8R 1J8",1,British Columbia,48.435964,-123.370555
Vancouver Meat Market Ltd.,"6695 Fraser Street, Vancouver, BC  V5X 3T6",3,British Columbia,49.2245169,-123.0909326
Vancouver Opera Association dba Vancouver Opera,"1945 McLean Drive, Vancouver, BC  V5N 3J7",7,British Columbia,49.2675277,-123.0754691
Vancouver Optical Ltd.,"329 North Road, Suite 220, Coquitlam, BC  V3K 3V8",1,British Columbia,49.242766,-122.892434
Vancouver PatrollingSecurity Ltd,"11624 75A Avenue, Delta, BC  V4C 1J4",1,British Columbia,49.140134,-122.901198
Vancouver Symphony Society dba Vancouver Symphony Orchestra,"833 Seymour Street, Suite 500, Vancouver, BC  V6B 0G4",4,British Columbia,49.2800161,-123.1194793
Vancouver Tap Dance Society,"2775 East Hastings Street, Vancouver, BC  V5K 1Z8",1,British Columbia,49.281265,-123.046869
VanEekelen Enterprises Ltd,"38900 No. 4 Road, Abbotsford, BC  V3G 2G2",16,British Columbia,49.075035,-122.146135
Vanessa Vineyards JV,"475 West Georgia Street, Suite 730, Vancouver, BC  V6B 4M9",4,British Columbia,49.281149,-123.115721
VanNoort Bulb Company,"22264 Highway 10, Langley, BC  V2Y 2K6",28,British Columbia,49.124667,-122.608815
VanWest College Ltd.,"1016 Nelson Street, Suite 200, Vancouver, BC  V6E 1H8",1,British Columbia,49.281182,-123.1262517
Varonis Systems Corp,"595 Burrard Street, Suite 2900, Vancouver, BC  V7X 1J5",1,British Columbia,49.293606,-123.11615
"VBC Pilot Productuions ""Tales from the Darkside""","555 Brooksbank Avenue, Suite 9/310A, North Vancouver, BC  V7J 3S5",7,British Columbia,49.3124112,-123.0403372
Venier Farm,"36070 McKee Road, Abbotsford, BC  V3G 2L6",2,British Columbia,49.061029,-122.248653
Venture Elevator Inc,"256 2nd Avenue, Prince George, BC  V2N 2Z5",1,British Columbia,53.874416,-122.773046
Venture Media Labs Inc dba Venture Media,"1020 Hamilton Street, Suite 201, Vancouver, BC  V6B 2R9",1,British Columbia,49.276833,-123.11954
Venture North Holdings Ltd.,"8401 19A Street, Dawson Creek, BC  V1G 0E4",2,British Columbia,55.758141,-120.235518
Versal Manufacturing Inc/ Landyachtz,"1221 Glen Drive, Vancouver, BC  V6A 3M8",1,British Columbia,49.274234,-123.081429
VFW Management Inc. dba Vancouver Fashion Week,"938 Howe Street, Suite 707, Vancouver, BC  V6Z 1N9",1,British Columbia,49.280151,-123.12351
Vibratec Management Inc,"5138 Disdero Road, Celista, BC  V0E 1M6",1,British Columbia,50.9523239135742,-119.382507324219
Victoria Conservatory Of Music,"900 Johnson Street, Victoria, BC  V8V 3N4",1,British Columbia,48.426185,-123.356277
Victoria Fujiya Foods Ltd.,"3624 Shelbourne Street, Victoria, BC  V8P 4H2",1,British Columbia,48.4591411,-123.3328448
Village Farms Canada LP,"4700 80th Street, Delta, BC  V4K 3N3",106,British Columbia,49.077207,-122.934503
Village Ranch Ltd,"PO Box 481, Sorrento, BC  V0E 2W0",3,British Columbia,50.8826208,-119.4930771
Village Sushi Ltd. dba Village Sushi,"18690 Fraser Highway, Suite 312, Surrey, BC  V3S 7Y4",1,British Columbia,49.125172,-122.70491
Vincent Farm Inc,"2682 East 54th Avenue, Vancouver, BC  V5S 1X6",2,British Columbia,49.22021,-123.054781
Vital Wellness Clinic Inc. o/a Vital Health,"1855 West 4th Avenue, Vancouver, BC  V6J 1M4",1,British Columbia,49.268174,-123.147495
Vitality Visual Effects Ltd. dba Vitality VFX,"369 Terminal Avenue, Suite 520, Vancouver, BC  V6A 4C4",6,British Columbia,49.272133,-123.094732
Vitol Canada Inc.,"1090 West Georgia Street, Suite 950, Vancouver, BC  V6E 3V7",1,British Columbia,49.285437,-123.122849
Volvo Group Canada Inc. dba Volvo Penta Canada,"7972 Enterprise Street, Burnaby, BC  V5A 1V7",1,British Columbia,49.255512,-122.936275
Vorsprung Suspension,"1040 Millar Creek Road, Suite 4, Whistler, BC  V0N 1B1",1,British Columbia,50.000481,-123.140479
Vovios Networks Inc,"1525 Robson Street, Suite 220, Vancouver, BC  V6G 1C3",1,British Columbia,49.288792,-123.131148
Wa Garden,"17535 40th Avenue, Surrey, BC  V3S 0L5",4,British Columbia,49.062033,-122.713374
Wah Shang Farm,"17292 40th Avenue, Surrey, BC  V3S 0L5",6,British Columbia,49.062033,-122.713374
Wah Shang Supermarket Ltd.,"8108 Park Road, Richmond, BC  V6Y 1T1",1,British Columbia,49.164847,-123.134146
Walker Dental Laboratories Ltd.,"275 Lansdowne Street, Suite 602, Kamloops, BC  V2C 1X8",1,British Columbia,50.676681,-120.336515
Wallop Creative Inc,"319 West Pender Street, Unit 440, Vancouver, BC  V6B 1T3",1,British Columbia,49.282483,-123.111416
Walsn Enterprises Ltd.,"2491 Vauxhall Place, Richmond, BC  V6V 1Z5",1,British Columbia,49.1955155,-123.085121
Wandoocong Enterprise dba Gon Sushi,"5725 Vedder Road, Suite 23, Chilliwack, BC  V2R 3N4",1,British Columbia,49.106551,-121.9604418
Wang Ga Ma Enterprises Ltd. dba Wang Ga Ma Restaurant,"329 North Road, Suite 450, Coquitlam, BC  V3K 3V8",1,British Columbia,49.242766,-122.892434
Wansoo Kim o/a Sho Chiku Sushi,"1357 Johnston Road, White Rock, BC  V4B 3Z3",1,British Columbia,49.025672,-122.8013896
WarrantyLife.com,"255 Newport Drive, Suite 351, Port Moody, BC  V3H 5H1",2,British Columbia,49.282931,-122.826186
Wasabi Japanese Restaurant Ltd.,"5100 Anderson Way, Suite 114, Vernon, BC  V1T 9V2",1,British Columbia,50.284457,-119.270679
Wasabi Sushi & Grill,"21768 Lougheed Highway, Suite 5, Maple Ridge, BC  V2X 2S1",1,British Columbia,49.216999,-122.622199
Wasabiya Japanese Sushi Cafe Ltd.,"465 Merecroft Road, Suite A3, Campbell River, BC  V9W 6K6",1,British Columbia,49.997885,-125.247752
"Water The Plants Films, a division of Hannah-Rachel Production Services Ltd","9110 196A Street, Langley, BC  V1M 3B4",20,British Columbia,49.169132,-122.678051
Waycon Manufacturing Ltd,"275 Waterloo Avenue, Penticton, BC  V2A 7J3",1,British Columbia,49.4824885,-119.5943875
"WCTH 3 Productions Inc dba When Calls the Heart, Season 3","2939 Bainbridge Avenue, Burnaby, BC  V5A 2S9",7,British Columbia,49.257983,-122.95604
We Are Besties Canada Inc,"20 Brooksbank Avenue, 2nd Floor, North Vancouver, BC  V7J 2B8",12,British Columbia,49.303662,-123.040449
Wedge Rafting Ltd.,"4293 Mountain Square, Suite 218, Whistler, BC  V0N 1B4",10,British Columbia,50.113258,-122.94997
Wedgewood Hotel & Spa,"845 Hornby Street, Vancouver, BC  V6Z 1V1",1,British Columbia,49.282259,-123.122509
Welcome Home,"22366 119th Avenue, Maple Ridge, BC  V2X 2Z3",1,British Columbia,49.2189284,-122.6041588
Welcome to Paradise Productions,"3888 North Fraser Way, Suite 8, Burnaby, BC  V5J 5H6",1,British Columbia,49.200497,-123.014491
Wellness First Medical Clinic,"4320 Granville Avenue, Richmond, BC  V7C 1E4",1,British Columbia,49.162913,-123.170928
WesGroup Income Properties LP,"1055 Dunsmuir Street, Suite 910, Vancouver, BC  V7X 1L3",1,British Columbia,49.286077,-123.120254
Painted River Farm,"218 Barnston Island, Surrey, BC  V4N 4R1",1,British Columbia,49.186269,-122.750436
West Canada Weekly,"4871 Shell Road, Unit 1260, Richmond, BC  V6X 3Z6",1,British Columbia,49.177803,-123.102972
West Central Development Inc.,"3041 Anson Avenue, Suite 245, Coquitlam, BC  V3B 2H6",1,British Columbia,49.2772825,-122.791599
"West Coast Amusements Ltd. o/a Unit 3, West Coast Amusements","6982 206th Street, Langley, BC  V2Y 1R2",37,British Columbia,49.129644,-122.651707
West Coast Grill,"209 Van Horne Street South, Cranbrook, BC  V1C 6R9",2,British Columbia,49.508433,-115.77741
West Coast Grill,"6929 West Coast Road, Sooke, BC  V9Z 0V1",3,British Columbia,48.3672675,-123.7326631
West Coast Home & Truss Ltd.,"10230 120th Street, Surrey, BC  V3V 4G1",2,British Columbia,49.1891166,-122.8902551
West Coast Pool Service Ltd.,"1139 West 14th Street, North Vancouver, BC  V7P 1J9",1,British Columbia,49.3211415,-123.106098
West Tenth Badminton Club Ltd o/a St. John Badminton Club,"2188 West 8th Avenue, Unit 2, Vacouver, BC  V6K 2A4",1,British Columbia,49.263066,-123.061921
West Valley Produce Ltd. dba West Valley International Food Market,"1156 Bute Street, Vancouver, BC  V6E 1Z6",1,British Columbia,49.2825205,-123.1322426
Westcan Scaffolding Inc.,"1085 East Kent Avenue North, Suite 122A, Vancouver, BC  V5X 4V9",2,British Columbia,49.20877,-123.084397
Westcoast Research and Management dba ZAG Group,"425 Carrall Street, Suite 390, Vancouver, BC  V6B 6E3",2,British Columbia,49.281183,-123.10438
Westcoast Vegetables Ltd.,"4001 46A Street, Delta, BC  V4K 3N2",49,British Columbia,49.06364,-123.11765
Western Glass Inc,"155 Glacier Street, Unit 110, Coquitlam, BC  V3K 5Z1",1,British Columbia,49.229713,-122.817535
Western Independent Greenhouses,"6151 Thorne Avenue, Burnaby, BC  V3N 2T8",2,British Columbia,49.193877,-122.964588
Western Restaurants Franchises Inc o/a A&W Franklin Ave,"611 Alexander Street, Suite 308, Vancouver, BC  V6A 1E1",2,British Columbia,49.283975,-123.091061
Western Restaurants Franchises Inc. o/a A&W,"1716 20th Avenue, Prince George, BC  V2L 4B8",1,British Columbia,53.90545,-122.759552
Westgen Western Canada's Genetics Centre,"Box 40, Milner, BC  V0X 1T0",1,British Columbia,49.113633,-122.632946
Westport Power Inc.,"1750 West 75th Avenue, Suite 101, Vancouver, BC  V6P 6G2",1,British Columbia,49.206075,-123.146247
Whaley Farms Ltd,"5634 McCallum Road, Agassiz, BC  V0M 1A3",1,British Columbia,49.2416381835938,-121.790710449219
Whistler Blackcomb Employment Corp. dba Whistler Blackcomb,"4890 Glacier Drive, Whistler, BC  V0N 1B4",58,British Columbia,50.113258,-122.94997
Whistler Creek Productions,"PO Box 5786, Squamish, BC  V8B 0C2",1,British Columbia,49.744969,-123.143928
Whistler Mountain Ski Club,"2028 Rob Boyd Way, Whistler, BC  V0N 1B2",1,British Columbia,50.100599,-122.988753
White Development Ltd.,"12630 59A Avenue, Surrey, BC  V3S 1V8",3,British Columbia,49.111439,-122.717594
White Hill Production Inc.,"15708 78A Avenue, Surrey, BC  V4N 0X5",2,British Columbia,49.145178,-122.787859
Whitebox Interactive,"887 Great Northern Way, Suite 155, Vancouver, BC  V5T 4T5",2,British Columbia,49.265228,-123.079784
Whitehouse Construction & Drywall Ltd,"9072 148th Street, Surrey, BC  V3R 3W6",1,British Columbia,49.15562,-122.812453
WHZ Services Inc dba Quizno's,"2360 Beacon Avenue, Suite 101, Sidney, BC  V8L 1X3",1,British Columbia,48.648949,-123.402152
Wicks Electric Ltd,"1518 Hunter Street, North Vancouver, BC  V7J 1H4",1,British Columbia,49.31046,-123.029615
Wide Loyal Development Ltd.,"13160 Vanier Place, Suite 160, Richmond, BC  V6V 2J2",2,British Columbia,49.1834079,-123.0792303
"WiderFunnel Marketing, Inc.","409 Granville Street, Suite 551, Vancouver, BC  V6C 1T2",3,British Columbia,49.284648,-123.114909
Wilco Civil Inc.,"7286 Telegraph Trail, Langley, BC  V1M 2M6",2,British Columbia,49.147692,-122.550396
Wild Goose Vineyards and Winery,"2145 Sun Valley Way, Okanagan Falls, BC  V0H 1R2",2,British Columbia,49.3235727,-119.5338688
Windmill Children's House Ltd. dba Windmill Children's House Infant/Toddler,"9500 Alberta Road, Richmond, BC  V6Y 1T6",1,British Columbia,49.165645,-123.115789
Windset Farms (Canada) Ltd,"3660 41B Street, Delta, BC  V4K 3N2",97,British Columbia,49.06364,-123.11765
Wings Tap & Grill,"14945 Marine Drive, White Rock, BC  V4B 1C3",1,British Columbia,49.022219,-122.808647
Wisbey Farms,"4595 Tolmie Road, Abbotsford, BC  V3G 2V2",6,British Columbia,49.0820785,-122.095081
WishPond Technologies Ltd.,"1500 West Georgia Street, Suite 1000, Vancouver, BC  V6G 2Z6",1,British Columbia,49.290327,-123.130221
Won 71 Enterprises Ltd. dba Won Japanese Restaurant,"895 Gibsons Way, Gibsons, BC  V0N 1V8",4,British Columbia,49.395312,-123.511848
Wonho Hair Robson Ltd,"1533 Robson Street, Vancouver, BC  V6G 1C3",2,British Columbia,49.288792,-123.131148
Wonho Hair Salon Corp. dba Won Ho Hair,"329 North Road, Suite 500, Coquitlam, BC  V3K 3V8",2,British Columbia,49.242766,-122.892434
Woodcreek Equestrian,"561 60th Street Southeast, Salmon Arm, BC  V1E 1W4",1,British Columbia,50.696546,-119.215839
Woorim Enterprises Ltd. o/a Jacob's Noodle & Cutlet,"260 4th Avenue, Kamloops, BC  V2C 3N5",1,British Columbia,50.674997,-120.331851
Word of Life Church British Columbia,"151-10090 152nd Street, Suite 314, Surrey, BC  V3R 8X6",1,British Columbia,49.181793,-122.791862
World Foods Distribution Inc.,"13408 Comber Way, Surrey, BC  V3W 5V9",1,British Columbia,49.1349418,-122.8512223
Woungsoo Park o/a Evergreen Sushi,"187 Westminster Avenue West, Penticton, BC  V2A 1J7",1,British Columbia,49.500041,-119.594442
Wun Hing Farms Ltd,"5501 Grove Avenue, Delta, BC  V4K 2A6",6,British Columbia,49.095929,-123.074492
Wurldtech Security Technologies Inc,"1090 West Georgia Street, Suite 1000, Vancouver, BC  V6E 3V7",1,British Columbia,49.285437,-123.122849
X-Files TV Productions Limited,"555 Brooksbank Avenue, Unit 9/330, North Vancouver, BC  V7J 3S5",32,British Columbia,49.3124112,-123.0403372
"xMatters, Inc.","700 West Pender Street, Suite 701, Vancouver, BC  V6C 1G8",1,British Columbia,49.284585,-123.114906
Y Square Enterprise Ltd. o/a Ramen Koika Restaurant,"1231 Davie Street, Vancouver, BC  V6E 1N4",2,British Columbia,49.281922,-123.133359
Yamako Enterprise Ltd. o/a Sima Japanese Restaurant,"5755 Cowrie Street, Suite 57, Sechelt, BC  V0N 3A0",1,British Columbia,49.474083,-123.754707
