Employer,Address,Positions,Province,Latitude,Longitude
Summit Resort Management Inc o/a Falcon Crest Lodge,"190 Kananaskis Way, Canmore, AB  T1W 3K5",1,Alberta,51.082564,-115.343401
Sun Sun Holding Ltd o/a Contemporary Coachworks South,"2515 107th Avenue Southeast, Calgary, AB  T2Z 4Y9",7,Alberta,50.956627,-114.000589
Sung Jin Enterprise Ltd o/a Midtowner Motel,"10407 110th Street, Fairview, AB  T0H 1L0",1,Alberta,56.112416,-117.943107
Sunshine Village Corporation o/a Sunshine Village Ski Resort,"P.O. Box 1510, Banff, AB  T1L 1J5",3,Alberta,51.179199,-115.569694
Sunstar Concrete Ltd.,"7731 8th Avenue Southwest, Edmonton, AB  T6X 0A3",2,Alberta,53.42607,-113.452266
Sunworks Farm (2013) Ltd,"Box 55, Armena, AB  T0B 0G0",8,Alberta,53.119101,-112.947555
Supreme Pizza & Pasta Ltd,"1079 Knottwood Road East Northwest, Edmonton, AB  T6K 3N5",1,Alberta,53.445463,-113.442828
Supreme Steel LP,"10457 184th Street, Edmonton, AB  T5S 1G1",1,Alberta,53.543582,-113.639785
Sweet Tamarind Thai Cuisine Inc.,"6820 19th Avenue Southwest, Edmonton, AB  T6X 0L8",2,Alberta,53.4158884,-113.4447708
Taj Grill & Bistro Ltd,"9927 97th Avenue, Suite 109, Grande Prairie, AB  T8V 7P8",1,Alberta,,
Tara Oilfield Services Ltd,"Box 1389, Didsbury, AB  T0M 0W0",15,Alberta,51.6568946838379,-114.144256591797
Tarpon Energy Services Ltd,"7020 81st Street Southeast, Calgary, AB  T2C 5B8",71,Alberta,51.091934,-114.205169
TCB (Johnston) Holdings Ltd o/a Burger Heaven,"4634 93rd Street, Grande Prairie, AB  T8W 2G7",2,Alberta,55.121119,-118.772363
TD Machine Inc,"8845 63rd Avenue Northwest, Edmonton, AB  T6E 0E9",1,Alberta,53.4996,-113.462714
Tech-Cost Consultants Ltd,"2725 12th Street Northeast, Suite 209, Calgary, AB  T2E 7J2",1,Alberta,51.076481,-114.025327
Tees Bees Inc,"241035 Township Road 420, RR 1, Tees, AB  T0C 2N0",6,Alberta,52.466962,-113.322294
Tegart Apiaries Honey Farm Ltd,"Box 904, SE1 TWP82 R3 W/6, Fairview, AB  T0H 1L0",12,Alberta,56.112416,-117.943107
Tera Enterprises Ltd o/a Best Seven Inn,"P.O. Box 1298, Claresholm, AB  T0L 0T0",1,Alberta,50.026881,-113.573814
Thai Flavours Restaurant,"2570 Guardian Road, Edmonton, AB  T5T 1K8",2,Alberta,53.507477,-113.667501
The Canadian Brewhouse (Grande Prairie) Ltd. o/a The Canadian Brewhouse (Grande Prairie) Ltd,"9538 Ellerslie Road, Edmonton, AB  T6X 0K6",6,Alberta,53.4254119,-113.4763373
The Canadian Brewhouse (Red Deer) Ltd o/a The Canadian Brewhouse,"9538 Ellerslie Road, Edmonton, AB  T6X 0K6",1,Alberta,53.4254119,-113.4763373
The Crossing Company Incorporated,"1807 8th Street, Nisku, AB  T9E 7S8",2,Alberta,53.330825,-113.51592
The Lake Louise Ski Area Ltd,"P.O. Box 5, 1 Whitehorn Road, Lake Louise, AB  T0L 1E0",1,Alberta,51.418756,-116.218762
The Living Room Restaurant Inc,"514 17th Avenue Southwest, Calgary, AB  T2S 0B1",2,Alberta,51.03783,-114.071671
The Lloydminster Pet Pad Inc.,"4010 50th Avenue, Bay 4, Lloydminster, AB  T9V 1B2",1,Alberta,53.275335,-110.005769
The Wawanesa Mutual Insurance Company,"8657 51st Avenue, Suite 100, Edmonton, AB  T6E 6A8",3,Alberta,53.488016,-113.456915
Theatre Junction Society,"608 1st Street Southwest, Calgary, AB  T2P 1M6",1,Alberta,51.047207,-114.065221
Tien Lung Taekwon Do Club,"10744 124th Street Northwest, Edmonton, AB  T5M 0H1",1,Alberta,53.551084,-113.535916
Tingley Implements Inc o/a Tingley's Harvest Center,"5705 Birch Avenue, Vegreville, AB  T9C 1W6",2,Alberta,53.502617,-112.061853
TIW Western Inc,"7770 44th Street Southeast, Calgary, AB  T2C 2L5",12,Alberta,50.983758,-113.970085
TKB Investments Ltd o/a Panago Pizza,"Box 2, Site 444, Comp 6, Drayton Valley, AB  T7A 2A3",1,Alberta,53.279735,-114.950377
TR Canada Inc.,"633 6th Avenue Southwest+B2905, Suite 310, Calgary, AB  T2P 2Y5",8,Alberta,51.0478162,-114.0762789
Transylvania Preda Ltd,"110 Lightbown Bay, Fort McMurray, AB  T9K 2P9",1,Alberta,56.741719,-111.439108
Tremel Greenhouses,"Box 744, 58406 Range Road 182, Smoky Lake, AB  T0A 3C0",8,Alberta,54.20288,-112.163351
Tricycle Lane Ranches Ltd.,"155 Glendeer Circle Southeast, Suite 200, Calgary, AB  T2H 2P9",1,Alberta,50.992187,-114.040387
Tri-T Farms (2005) Ltd,"Box 648, 105 1st Avenue North, Vauxhall, AB  T0K 2K0",4,Alberta,50.169751,-112.425792
Trotter & Morton Building Technologies Inc,"5711 1st Street Southeast, Calgary, AB  T2H 1H9",6,Alberta,51.00529,-114.062254
Tsang 160 Inc. o/a Papa Johns Pizza,"8127 160th Avenue, Edmonton, AB  T5Z 0G3",1,Alberta,53.6205906,-113.4665327
Turner & Townsend CM2R Inc.,"630 6th Avenue Southwest, suite 990, Calgary, AB  T2P 0S8",1,Alberta,51.047881,-114.074497
TU'S Sparklean Inc.,"639 14th Avenue Southwest, Suite 602, Calgary, AB  T2R 1H9",1,Alberta,51.039854,-114.076655
TUSSNAD INC.,"222 Canova Close Southwest, Calgary, AB  T2W 6A6",2,Alberta,50.944164,-114.092839
Tuxedo Farms Ltd,"Box 5549, Westlock, AB  T7P 2P5",2,Alberta,54.156986,-113.866272
Twidale Restaurants Ltd o/a Little Caesars,"Bay 6, 208 Midpark Way Southeast, Calgary, AB  T2X 1J6",2,Alberta,50.91268,-114.061563
Tynetrav BBQ Ltd. o/a Woody's Bar-B-Q,"1657 Hammond Crescent, Edmonton, AB  T6M 0L8",1,Alberta,53.465312,-113.630263
Ultimate Trains Ltd.,"201 2nd Avenue South, Suite 2, Lethbridge, AB  T1J 0B7",1,Alberta,49.696769,-112.844265
Ultra Stone Ltd. o/a Ultra Stone,"9459 49th Street Northwest, Edmonton, AB  T6B 2L8",3,Alberta,53.531552,-113.414832
Uniglobe Pursuit TravelUniglobe Pursuit Travel,"5720 Macleod Trail Southwest, Suite 103, Calgary, AB  T2H 0J6",1,Alberta,51.002647,-114.071613
Uniside Canada Inc o/a Taco Time,"13208 82nd Street, Edmonton, AB  T5E 2T7",2,Alberta,53.592339,-113.46726
Unit C - Eight South 73 Inc o/a Pizza 73,"10303 Jasper Avenue, Suite 1760, Edmonton, AB  T5J 3N6",1,Alberta,53.540906,-113.498148
Unit C Five South 73 Inc. o/a Pizza 73 Unit C5 South,"10303 Jasper Avenue, Suite 1760, Edmonton, AB  T5J 3N6",1,Alberta,53.540906,-113.498148
Unit Eight 73 Inc o/a Pizza 73,"10303 Jasper Avenue, Suite 1760, Edmonton, AB  T5J 3N6",1,Alberta,53.540906,-113.498148
Unit Eight West 73 Inc o/a Pizza 73,"10303 Jasper Avenue, Suite 1700, Edmonton, AB  T5J 3N6",2,Alberta,53.540906,-113.498148
Unit Four East 73 Inc o/a Pizza 73,"10303 Jasper Avenue, Suite 1700, Edmonton, AB  T5J 3N6",2,Alberta,53.540906,-113.498148
Unit Four North 73 Inc o/a Pizza 73,"10303 Jasper Avenue, Suite 1760, Edmonton, AB  T5J 3N6",1,Alberta,53.540906,-113.498148
Unit Seven North 73 Inc. o/a Pizza 73,"10303 Jasper Avenue, Suite 1760, Edmonton, AB  T5J 3N6",1,Alberta,53.540906,-113.498148
Unit Six 73 Inc. o/a Pizza 73,"10303 Jasper Avenue, Suite 1700, Edmonton, AB  T5J 3N6",1,Alberta,53.540906,-113.498148
Unit Two 73 Inc o/a Pizza 73,"10303 Jasper Avenue, Suite 1760, Edmonton, AB  T5J 3N6",1,Alberta,53.540906,-113.498148
United Rentals of Canada Inc.,"185 Strathmoor Way, Sherwood Park, AB  T8H 1Z7",3,Alberta,53.562765,-113.323232
Universal Educational Institute of Canada o/a Edmonton Menorah Academy,"10735 144th Street, Edmonton, AB  T5N 3L1",2,Alberta,53.55622,-113.566528
Universal Flooring Systems Ltd.,"1820 30th Avenue Northeast, Suite 1, Calgary, AB  T2E 7M5",1,Alberta,51.079522,-114.017915
University of Alberta,"60 University Terrace, Suite 2, Edmonton, AB  T6G 2T4",13,Alberta,53.515949,-113.536105
University of Calgary,"2500 University Drive Northwest, Calgary, AB  T2N 1N4",6,Alberta,51.074892,-114.129012
University of Lethbridge,"4401 University Drive West, Lethbridge, AB  T1K 3M4",3,Alberta,49.68628,-112.88403
V. Pinzari Renovation Corp.,"P.O. Box 50159, RPO Clareview, Edmonton, AB  T5Y 2M9",2,Alberta,53.595168,-113.384025
Van Aken Dairy Ltd.,"RR 3, Ponoka, AB  T4J 1R3",2,Alberta,52.595982,-113.783044
Van Giessen Growers Inc,"Box 222, 95006 Range Road 19-2, Coaldale, AB  T1M 1M3",5,Alberta,49.627841,-112.49929
Varsallona Hair Ltd. o/a MC Hair,"272 Mayfield Common 170th Street and Stony Plain Road, Edmonton, AB  T5P 4B3",1,Alberta,53.549281,-113.609952
"Viper Concrete 2000, Limited Partnership","4 Industry Way Southeast, Calgary, AB  T3S 0A2",2,Alberta,50.9607036,-113.9067195
Vista Ridge Recreational Association,"P.O. Box 5252, Fort McMurray, AB  T9H 3G3",5,Alberta,56.728518,-111.373388
Voice Construction OPCO ULC,"7545 52nd Street, Edmonton, AB  T6B 2G2",1,Alberta,53.512452,-113.419819
W2 Holdings Inc o/a Red Deer Keg Steakhouse & Bar,"6365 50th Avenue, Red Deer, AB  T4N 4C7",4,Alberta,52.282579,-113.813824
Waiward Steel Fabricators Ltd,"10030 34th Street, Edmonton, AB  T6B 2Y5",18,Alberta,53.533552,-113.394018
Watt & Stewart Commodities Inc,"4134 3rd Street East, P.O. Box 938, Claresholm, AB  T0L 0T0",15,Alberta,50.026881,-113.573814
Welcome Inn Ltd,"5125 North Avenue, P.O. Box 270, Swan Hills, AB  T0G 2C0",1,Alberta,54.711757,-115.39884
Wendell G. Goossen Professional Corporation,"5008 50th Avenue, Lloydminster, AB  T9V 0W1",1,Alberta,53.281412,-110.043443
Western Feedlots Ltd,"P.O. Box 5279, High River, AB  T1V 1M4",6,Alberta,50.579897,-113.873266
Western Oilfield EQ Rentals Ltd.,"7004 39th Street, Leduc, AB  T9E 0W1",1,Alberta,53.268505,-113.54697
Westgate Pizza Ltd o/a Boston Pizza,"11250 Westgate Drive, Grande Prairie, AB  T8V 8L2",2,Alberta,55.175757,-118.829686
Westland Greenhouses Ltd,"P.O. Box 1018, Redcliff, AB  T0J 2P0",10,Alberta,50.066263,-110.788063
Westmount Taco Times Ltd o/a Taco Time,"1 Westmount Centre, Suite 300, 111th Avenue Groat Road, Edmonton, AB  T5M 3L7",1,Alberta,53.566035,-113.552662
Westview Interiors Ltd,"340 Kincora Drive Northwest, Calgary, AB  T3R 1N2",1,Alberta,51.156026,-114.13508
Whitespark Inc.,"10835 64th Avenue, Edmonton, AB  T6H 1T3",1,Alberta,53.501056,-113.50952
WHMC Enterprises Ltd o/a Stavros Pizza and Sport Bar,"7750 Ranchview Drive Northwest, Suite 5, Calgary, AB  T3G 1Y9",1,Alberta,51.120146,-114.180121
Wild TV Inc,"11263 180th Street, Edmonton, AB  T5S 0B4",1,Alberta,53.5617822,-113.6289733
Wolf Creek Outfitters Inc,"54 Sunnyside Place Southeast, Airdrie, AB  T4B 1S4",1,Alberta,51.276045,-114.007253
Woodridge Auto Body Ltd o/a All-Makes Collision Centre,"10860 46th Street Southeast, Calgary, AB  T2C 1G4",2,Alberta,51.094051,-114.214813
WorleyParsons Canada Services Ltd.,"10201 Southport Road Southwest, Suite 400, Calgary, AB  T2W 4X9",3,Alberta,50.9637251,-114.073997
Wrapex Contracting Ltd o/a Vertex,"2055 Premier Way, Suite 121, Sherwood Park, AB  T8H 0G2",31,Alberta,53.561151,-113.316304
X2 Enterprises Inc o/a Subway Sandwiches,"501 1st Avenue South, Lethbridge, AB  T1J 4L9",1,Alberta,49.698021,-112.840253
Yikes Enterprises Ltd. o/a Tim Horton's,"1341 32nd Avenue Northeast, Calgary, AB  T2E 7Z5",2,Alberta,51.081409,-114.02689
Yoons Music Ltd,"1324 10th Avenue Southwest, Suite 46, Calgary, AB  T3C 0J2",1,Alberta,51.044053,-114.088805
Zaarour Enterprises Ltd o/a Mitillini's Pizza & Steak House,"5720  Silver Springs Boulevard Northwest, Suite 2, Calgary, AB  T3B 4N7",1,Alberta,51.104177,-114.189051
ZyTech Building Systems Inc,"262029 Balzac Boulevard, Balzac, AB  T4B 2T3",4,Alberta,51.2828145,-114.0371938
ZZ Ltd. o/a Zio Doors and Security,"158 Bow Ridge Drive, Cochrane, AB  T4C 1V7",2,Alberta,51.184853,-114.513164
0730100 BC Ltd,"13111 Vanier Place, Suite 200, Richmond, BC  V6V 2J1",2,British Columbia,49.183396,-123.0804409
0735189 BC Ltd. dba Pure Nail Bar,"1661 Ontario Street, Unit 709, Vancouver, BC  V5Y 0C3",1,British Columbia,49.2457415,-123.1092431
0824783 BC Ltd dba Akasaka Japanese Restaurant,"19175 122nd Avenue, Pitt Meadows, BC  V3Y 2E9",1,British Columbia,49.224356,-122.691031
0841076 BC Ltd dba Sushi California,"770 Oliver Street, Williams Lake, BC  V2G 1N1",1,British Columbia,52.128636,-122.1356973
0865561 BC Ltd. dba Mucho Burrito,"6339 200th Street, Suite 503, Langley, BC  V2Y 1A2",1,British Columbia,49.119719,-122.668703
0905027 BC Ltd. dba New Tokyo Sushi,"800 120th Avenue, Dawson Creek, BC  V1G 4P9",1,British Columbia,55.7410706,-120.224523
0991128 B.C. Ltd. dba Sushi Hama,"221 Second Avenue West, Suite 14, Qualicum Beach, BC  V9K 2S5",2,British Columbia,49.347313,-124.447588
0994782 BC Ltd. dba Travelodge Parksville,"424 West Island Highway, Parksville, BC  V9P 1K8",1,British Columbia,49.318683,-124.323717
635971 BC Ltd dba LMS Reinforcing Steel Group,"6320 148th Street, Surrey, BC  V3S 3C4",10,British Columbia,49.11007,-122.812204
A & W Food Services Of Canada Inc,"171 West Esplanade, Suite 300, North Vancouver, BC  V7M 3K9",2,British Columbia,49.311918,-123.081761
A Class Fabrication Co. Ltd.,"8065 130th Street, Unit H, Surrey, BC  V3W 7X4",2,British Columbia,49.148316,-122.862175
Acciona Infrastructure Canada Inc,"595 Burrard Street, Suite 2000, Vancouver, BC  V7X 1J1",1,British Columbia,49.0976515,-123.075011
Adrian Productions Inc,"2400 Boundary Road, Burnaby, BC  V5M 3Z3",2,British Columbia,49.262881,-123.023497
Advance Nursery Co Ltd,"Box 1649, Grand Forks, BC  V0H 1H0",6,British Columbia,49.10621,-118.465857
Affinity Manufacturing Ltd.,"13045 84th Avenue, Unit 103, Surrey, BC  V3W 1B3",1,British Columbia,49.1555125,-122.8619615
Air Pictures Inc.,"207 West Hastings Street, Suite 915, Vancouver, BC  V6B 1H7",1,British Columbia,49.282667,-123.109514
Aljane Farms Ltd,"13444 McKechnie Road, Pitt Meadows, BC  V3Y 1Z1",10,British Columbia,49.25875,-122.711225
Allied Crane Ltd.,"11657 Laity Street, Maple Ridge, BC  V2X 5A2",1,British Columbia,49.214339,-122.631759
Alpha One Hair Innovations Ltd. dba Alpha D Hair Salon,"818 Homer Street, Vancouver, BC  V6B 2W5",1,British Columbia,49.2787763,-123.1179675
AM Sandher Farms Ltd,"3060 Lakha Road, Kelowna, BC  V1X 7W1",24,British Columbia,49.926402,-119.352931
Andrew Peller Limited,"1125 Richter Street, Kelowna, BC  V1Y 2K6",23,British Columbia,49.895941,-119.488445
Anonymous Patriot Productions Inc.,"8275 Manitoba Street, Vancouver, BC  V5X 4L8",5,British Columbia,49.21018,-123.110229
Aon Reed Stenhouse,"401 W. Georgia Street, Suite 1200, Box 3228, Vancouver, BC  V6B 3X8",1,British Columbia,49.2710935,-123.087509
Applied Engineering Solutions Ltd,"2nd Floor, 1330 Granville Street, Vancouver, BC  V6Z 1M7",1,British Columbia,49.275125,-123.129386
Applied Light Technologies Inc,"2216 Vauxhall Place, Suite 2214, Richmond, BC  V6V 1Z9",1,British Columbia,49.195916,-123.085594
APS Architectural Precast Structures Ltd. dba APS Architectural Precast Structures,"2820 Ingleton Avenue, Burnaby, BC  V5C 6G7",1,British Columbia,49.2586402,-123.01777
Arctic Const. Ltd,"11421 Alaska Road, Fort St John, BC  V1J 6N2",1,British Columbia,56.243771,-120.868283
Aritzia,"611 Alexander Street, Suite 118, Vancouver, BC  V6A 1E1",14,British Columbia,49.283975,-123.091061
Arrow Electric Ltd,"7636 120A Avenue, Surrey, BC  V3W 6E6",1,British Columbia,49.1423033,-122.8887323
ATE Business Co. Ltd. o/a Kami Teriyaki and Sushi,"26310 Fraser Highway, Suite 320, Aldergrove, BC  V4W 2Z7",2,British Columbia,49.059997,-122.4960892
Atlasta Tree Nursery Inc,"50060 Yale Road East, Chilliwack, BC  V4Z 0B3",2,British Columbia,49.1747245,-121.844405
Aujla's Farms Ltd,"12554 Wooldridge Road, Pitt Meadows, BC  V3Y 1Z1",2,British Columbia,49.25875,-122.711225
Aurora TG1 (Muse) Inc.,"2400 Boundary Road, Burnaby, BC  V5M 3Z3",2,British Columbia,49.262881,-123.023497
Ausenco Engineering Canada Inc.,"855 Homer Street, Vancouver, BC  V6B 2W2",4,British Columbia,49.2791009,-123.1174914
Avcorp Industries Inc.,"10025 River Way, Delta, BC  V4G 1M7",1,British Columbia,49.149305,-122.945251
AWN Productions,"210 West 3rd Avenue, Suite 201, Vancouver, BC  V5Y 1E9",2,British Columbia,49.268421,-123.109198
Backstrom Productions Ltd.,"c/o North Shore Studios 555 Brooksbank Avenue, Building 9 / Suite 240, North Vancouver, BC  V7J 3S5",48,British Columbia,49.3124112,-123.0403372
Ban Chok Dee Thai Cuisine Limited,"19724 68A Avenue, Langley, BC  V2Y 3H1",1,British Columbia,49.126554,-122.674991
Bardel (CROODS) Production Services Inc.,"548 Beatty Street, Vancouver, BC  V6B 2L3",9,British Columbia,49.281036,-123.10882
Bardel (DT) Production Services Inc.,"548 Beatty Street, Vancouver, BC  V6B 2L3",2,British Columbia,49.281036,-123.10882
Bardel (JNP) Production Services Inc,"548 Beatty Street, Vancouver, BC  V6B 2L3",11,British Columbia,49.281036,-123.10882
Bardel (KJ) Production Services Inc.,"548 Beatty Street, Vancouver, BC  V6B 2L3",2,British Columbia,49.281036,-123.10882
Bardel (PNB) Production Services Inc.,"548 Beatty Street, Vancouver, BC  V6B 2L3",3,British Columbia,49.281036,-123.10882
Bardel (RAM2) Productions,"548 Beatty Street, Vancouver, BC  V6B 2L3",2,British Columbia,49.281036,-123.10882
Bardel (VT) Production Services Inc.,"548 Beatty Street, Vancouver, BC  V6B 2L3",1,British Columbia,49.281036,-123.10882
Bargain Street Productions II Ltd,"1950 Franklin Street, Vancouver, BC  V5L 1R2",1,British Columbia,49.282185,-123.065219
Bargain Street Productions III Ltd.,"1950 Franklin Street, Vancouver, BC  V5L 1R2",1,British Columbia,49.282185,-123.065219
Bathe Farms Ltd,"695 Ross Road, Abbotsford, BC  V4X 2M6",20,British Columbia,49.003086,-122.404136
Bauhaus Restaurant,"1746 Collingwood Street, Vancouver, BC  V6R 3K3",1,British Columbia,49.270944,-123.18157
Bechtel Canada Ltd,"P.O. Box 198, Kitmat, BC  V8C 2G7",20,British Columbia,54.084549,-128.65374
Bel-Tech Construction Ltd.,"1610 Derwent Way, Suite 25, Delta, BC  V3M 6W1",3,British Columbia,49.1611749,-122.9540357
Bergen Farms Ltd o/a Bergen Farms Produce,"2283 Peardonville Road, Abbotsford, BC  V2T 6J7",18,British Columbia,49.042556,-122.374526
Berry Haven Farm Ltd,"320 Mount Lehman Road, Abbotsford, BC  V4X 2L4",9,British Columbia,49.00532,-122.38191
Better Road Productions Ltd.,"1950 Franklin Street, Vancouver, BC  V5L 1R2",2,British Columbia,49.282185,-123.065219
Bhullar Farm Produce,"2727 240th Street, Langley, BC  V2Z 3A6",8,British Columbia,49.048811,-122.559222
Big White Ski Resort,"5315 Big White Road, Kelowna, BC  V1P 1P3",23,British Columbia,49.928691,-119.321882
BioWare ULC,"4330 Sanderson Way, Burnaby, BC  V5G 4X1",7,British Columbia,49.248093,-123.0083797
BK Orchards Ltd,"Box 1133, 303 Lob Chute Road, Peachland, BC  V0H 1X0",1,British Columbia,49.761703,-119.755513
Blue Mountain Vineyard,"2385 Allendale Road, Okanagan Falls, BC  V0H 1R2",10,British Columbia,49.3235727,-119.5338688
Bombay Banquet Hall Ltd,"7475 135th Street, Suite 210-2, Surrey, BC  V3W 0M8",1,British Columbia,49.130845,-122.848267
Bon Dental Laboratory Ltd,"3993 Henning Drive, Suite 219, Burnaby, BC  V5C 6N5",2,British Columbia,49.263907,-123.021504
Bonnyville ACM Ltd o/a Domino's Pizza,"1499 West Pender Street, Suite 1502, Vancouver, BC  V6G 0A7",1,British Columbia,49.290204,-123.12923
Bradner Farms,"28670 58th Avenue, Abbotsford, BC  V4X 2E8",1,British Columbia,49.107002,-122.441966
Brar Brothers Farm Ltd,"3585 184th Street, Surrey, BC  V3S 0L9",40,British Columbia,49.12383,-122.718839
Brar Brothers Holdings Ltd.,"3098 East Kelowna Road, Kelowna, BC  V1W 4H3",4,British Columbia,49.867274,-119.419561
Bridal Wave Productions Ltd,"780 Tolmie Avenue, Suite 204, Victoria, BC  V8X 3W4",2,British Columbia,48.449805,-123.354192
Bron & Sons Nursery Co,"Box 2643, 3315 Carson Road, Grand Forks, BC  V0H 1H0",1,British Columbia,49.10621,-118.465857
Buckland & Taylor Ltd,"788 Harbourside Drive, Suite 101, North Vancouver, BC  V7P 3R7",2,British Columbia,49.314655,-123.094565
Bunt & Associates Engineering BC Ltd.,"1050 West Pender Street, Suite 1550, Vancouver, BC  V6E 3S7",1,British Columbia,49.287042,-123.118997
Burnaby Lake Rugby Club,"3760 Sperling Avenue, Burnaby, BC  V5B 4X5",1,British Columbia,49.251112,-122.964723
Burrowing Owl Vineyards Ltd,"500 Burrowing Owl Place, Oliver, BC  V0H 1T1",12,British Columbia,49.1437996,-119.244978
Bylands Nurseries Ltd,"1600 Byland Road, West Kelowna, BC  V1Z 1H6",77,British Columbia,49.8628172,-119.5818684
Cafe Books West Ltd,"2063 Washington Street, Rossland, BC  V0G 1Y0",1,British Columbia,49.071441,-117.792914
Caisley Developments Ltd.,"120 Millross Avenue, Unit 502, Vancouver, BC  V6A 4K7",1,British Columbia,49.276,-123.101171
Calais Farms Ltd,"Box 2665, Stn A, Abbotsford, BC  V2T 6R4",32,British Columbia,49.051103,-122.337692
Campo Marina Cafe & Restaurant,"5907 Main Street, Osoyoos, BC  V0H 1V3",1,British Columbia,49.031443,-119.445395
Canada West Veterinary Specialists & Critical Care Hospital,"1988 Kootenay Street, Vancouver, BC  V5M 4Y3",1,British Columbia,49.266794,-123.025657
Canadian Farms Produce Inc o/a Canadian Farms,"16185 48th Avenue, Surrey, BC  V3S 0L2",9,British Columbia,49.091335,-122.875387
Canadian Railing Ltd,"13015 84th Avenue, Suite 12, Surrey, BC  V3W 1B3",1,British Columbia,49.1555125,-122.8619615
Canadian Valley Growers Ltd,"Box 1330, Aldergrove, BC  V4W 2V1",53,British Columbia,49.059559,-122.494057
Cankor BBQ Ltd. dba Sura Korean Cuisine,"1518 Robson Street, Vancouver, BC  V6G 1C2",1,British Columbia,49.288767,-123.131105
Cariboo Helicopter Skiing (88) Ltd. dba Mike Wiegele Helicopter Skiing,"Box 159, Blue River, BC  V0E 1J0",4,British Columbia,52.103742,-119.304186
Catalyst Healthcare Ltd,"1620 Dickson Avenue, Suite 620, Kelowna, BC  V1Y 9S4",1,British Columbia,49.879261,-119.4610165
CCBS Contracting Services Ltd,"2755 Lougheed Highway, Suite 575-34A, Port Coquitlam, BC  V3B 5Y9",8,British Columbia,49.272467,-122.787739
Ceci  Hair Club,"10208 152nd Street, Surrey, BC  V3R 6N7",1,British Columbia,49.1889205,-122.8006925
Cedars Online Limited,"1177 West Hastings Street, Suite 1010, Vancouver, BC  V6E 2K3",1,British Columbia,49.288734,-123.121904
Cedarwal Farms Ltd.,"5904 Interprovincial Highway, Abbotsford, BC  V3G 2P6",4,British Columbia,49.091765,-122.109628
Celsia Floral Ltd. dba Celsia Floral,"1930 Arbutus Street, Vancouver, BC  V6J 3X7",1,British Columbia,49.268887,-123.15267
"Central City Films, a division of Hannah Rachel Production Services Limited","3500 Cornett Road, Vancouver, BC  V5M 2H5",35,British Columbia,49.261317,-123.028315
Centre Forward Productions Inc.,"3500 Cornett Road, Building K, Vancouver, BC  V5M 2H5",5,British Columbia,49.261317,-123.028315
Chatters Salon Kelowna Ltd. o/a Chatters Orchard Park,"1890 Cooper Road, Suite 222, Kelowna, BC  V1Y 8B7",2,British Columbia,49.877628,-119.443096
Cheam View Greenhouse,"1501 Johnson Road, Agassiz, BC  V0M 1A2",4,British Columbia,49.235946,-121.774459
Chemainus Farms Ltd,"Box 127, Chemainus, BC  V0R 1K0",1,British Columbia,48.890448,-123.697906
Chetwynd Court Motel,"8351 Alexandra Road, Suite 250, Richmond, BC  V6X 3P3",1,British Columbia,49.178386,-123.130907
Children's Arts Umbrella Association dba Arts Umbrella,"1286 Cartwright Street, Vancouver, BC  V6H 3R8",2,British Columbia,49.27008,-123.135156
Circle Productions Ltd.,"1620 West 5th Avenue, Vancouver, BC  V6J 1N8",21,British Columbia,49.26715,-123.143081
Cisco Systems Canada Co.,"595 Burrard Street, Suite 2123, Vancouver, BC  V7X 1J1",1,British Columbia,49.0976515,-123.075011
City View Drywall Ltd.,"9987 132nd Street, Surrey, BC  V3T 3S9",2,British Columbia,49.182662,-122.856566
Clearsea Foods Ltd dba Ninja Sushi Japanese Restaurant,"19475 Fraser Highway, Suite 110, Surrey, BC  V3S 6K7",2,British Columbia,49.117649,-122.688089
Cloverdale Lutheran Christian School Society dba Cloverdale Christian School,"5950 179th Street, Surrey, BC  V3S 4J9",1,British Columbia,49.109644,-122.726807
Coast Cranberries Ltd,"21710 Allard Crescent, Langley, BC  V1M 3W1",4,British Columbia,49.205421,-122.622
Coastal Shellfish Corporation,"100 McBride Street, Suite 206, Prince Rupert, BC  V8J 3E8",1,British Columbia,54.316214,-130.323037
Colonial Countertops,"646 Alpha Street, Victoria, BC  V8Z 1B2",1,British Columbia,48.446323,-123.377175
Color's International Studios Ltd. dba Antique Hair Studio,"8460 Ash Street, Suite 33, Vancouver, BC  V6P 3M2",1,British Columbia,49.208559,-123.119275
Confirmation Productions Inc.,"2400 Boundary Road, Burnaby, BC  V5M 3Z3",12,British Columbia,49.262881,-123.023497
Conquer Mobile Inc.,"577 Great Northern Way, Suite 140, Vancouver, BC  V5T 1E1",1,British Columbia,49.266797,-123.091403
Cool Care Refrigeration,"22911 Westminster Avenue, Richmond, BC  V6V 1B6",1,British Columbia,49.177309,-122.968633
Coral Beach Farms Ltd,"16351 Carr's Landing Road, Lake Country, BC  V4V 1A9",37,British Columbia,50.1149365,-119.4624574
Cover Productions Inc,"1112 West Pender Street, Suite 407, Vancouver, BC  V6E 2S1",1,British Columbia,49.287574,-123.120784
Cover Star Structures Ltd,"7811 Vantage Way, Delta, BC  V4G 1A6",4,British Columbia,49.13865,-123.013325
Craiglea Holsteins Ltd.,"642 Enderby-Grindrod Road, Enderby, BC  V0E 1V4",1,British Columbia,50.569502,-119.130682
Creekside Hothouse Ltd,"17830 16th Avenue, Surrey, BC  V3S 9V2",20,British Columbia,49.031081,-122.692665
